text1,text2,ZS response
Taking a baby away from an abusive mother would make it cry but the act is still just. Therefore not all rules and procedures that make babies cry are wrong.,Many parents are distressed by the fact that shots make babies cry. Their wishes and decisions to avoid this should be respected.,
A cry is only the manifestation of the disagreement from the baby about something. It is therefore unreliable due to the imprecision and the subjectivity of the information.,Many parents are distressed by the fact that shots make babies cry. Their wishes and decisions to avoid this should be respected.,
Parents who do not have sufficient knowledge or expertise in health care are not capable of making an informed decision for their children's healthcare.,It is a breach into the liberty of parents to choose the best healthcare for their children.,
Parents who do not have sufficient knowledge or expertise in health care are not capable of making an informed decision for their children's healthcare.,Parents need to be provided with all information (pro's and con's) so they can make an informed decision.,
"If the specific vaccine decreases the risk of death or other serious health impacts for a child whose parents oppose vaccination, compulsory vaccination might be seen as a way to defend the right to healthcare for the child (Bradley, 1999).",The 'child' can make up their own mind when they are older and at the age of consent.,
"The above claim in no way addresses the child's right to healthcare 'during childhood'. If parents refusing vaccine are denying their child's rights, it is not sufficient to say that the child will be able to reverse the decision as an adult (even assuming he/she survives that long). This is not the precedent set for dealing with other parental actions that endanger the child's life, i.e. child abuse.",The 'child' can make up their own mind when they are older and at the age of consent.,
Belief systems are never sufficiently important to justify risking a child's life or those of other people.,It is a breach into the liberty of parents to choose the best healthcare for their children.,
"If the parents have liberty to choose the best health care, they also have to have liberty to choose the worst health care. Since the government does not allow parents to harm their children, which is breach of their liberty to do so, it should also not allow them to harm their children by mandating them to be vaccinated.",It is a breach into the liberty of parents to choose the best healthcare for their children.,
"For religions that do not permit injected vaccines, alternate forms of many vaccinations are available--e.g. the polio vaccine is given as an oral form in several countries.",Many people object to getting vaccinated because it violates religious conventions.,
"For religions that do not permit injected vaccines, alternate forms of many vaccinations are available--e.g. the polio vaccine is given as an oral form in several countries.","Polio is the only routine childhood vaccine that is available in oral and injected forms. There is no oral form of vaccine for Measles, Mumps, Rubella, Hepatitis B, HIB, Diptheria, Pertussis, or Tetanus. There is no oral flu vaccine, although there is an intranasal one.",
Many people object to PE and forge a note from their Mom. There are few examples of religions objecting to vaccination. However individual preachers may lead their own flock according to personal interpretations or prejudices.,Many people object to getting vaccinated because it violates religious conventions.,
Many people object to PE and forge a note from their Mom. There are few examples of religions objecting to vaccination. However individual preachers may lead their own flock according to personal interpretations or prejudices.,"Religion is inherently following doctrine. If this is from an individual, an organization, or a holy book, religion still should be respected.",
"We already ban substances that cause harm to humans, which lessens liberty in exchange for societal benefits, as mandatory vaccination would.",Mandatory vaccination is a breach into individual liberty.,
"We already ban substances that cause harm to humans, which lessens liberty in exchange for societal benefits, as mandatory vaccination would.","During alcohol prohibition in the US, it became apparent that the ban on alcohol caused more harm than alcohol itself. As a result, the constitutional amendment prohibiting alcohol was repealed. Using state violence in hopes of achieving societal benefits has a terrible track record.",
"We already ban substances that cause harm to humans, which lessens liberty in exchange for societal benefits, as mandatory vaccination would.","While we do ban harmful substances, in no other case - except for emergency situations - is a medical therapy mandated for the greater good.",
"We already ban substances that cause harm to humans, which lessens liberty in exchange for societal benefits, as mandatory vaccination would.",Banning something is totally different from forcing someone to take something against their will. They are not the same.,
"We already ban substances that cause harm to humans, which lessens liberty in exchange for societal benefits, as mandatory vaccination would.",There is nothing inherent about anti-vaxxers that suggests they must support the drug war.,
Outlawing a product (such as alcohol) may predictably result in a black market based on the profit motive of selling that product. It is unlikely that criminal gangs will form for the purpose of skirting vaccination laws.,"During alcohol prohibition in the US, it became apparent that the ban on alcohol caused more harm than alcohol itself. As a result, the constitutional amendment prohibiting alcohol was repealed. Using state violence in hopes of achieving societal benefits has a terrible track record.",
The parent resolution says nothing about using violence to enforce the mandate for vaccines.,"During alcohol prohibition in the US, it became apparent that the ban on alcohol caused more harm than alcohol itself. As a result, the constitutional amendment prohibiting alcohol was repealed. Using state violence in hopes of achieving societal benefits has a terrible track record.",
"The government can pressure people into treatment, with people that have had drug abuse problems this seems to be effective","While we do ban harmful substances, in no other case - except for emergency situations - is a medical therapy mandated for the greater good.",
"Making any behavior mandatory, OR banning any behavior, are both limitations on individual liberty.",Banning something is totally different from forcing someone to take something against their will. They are not the same.,
"Individual liberties are generally accepted as being outside of the governments control or purview. Governments are obligated to care for the health and well being of it's citizenry. This puts vaccination into the area of civil liberty, or laws for the good of the community.",Mandatory vaccination is a breach into individual liberty.,
"We don't have individual liberty to neglect children. In a situation where a parent (without the approval of a doctor) has no good reason not to protect their children, it is not 'liberty' but just neglect.",Mandatory vaccination is a breach into individual liberty.,
"We don't have individual liberty to neglect children. In a situation where a parent (without the approval of a doctor) has no good reason not to protect their children, it is not 'liberty' but just neglect.","Where it comes to medical treatment, individuals must have the right to not trust the government or medical experts. Non-treatment is not neglect, unless the treatment can be risk free. Treatment is always a choice to weight up the benefits with the risks. Death or injury in a forced treatment is not acceptable even in a very small chance.",
"Becoming infected with a preventable disease, having chosen not to receive the vaccination, then infecting another person breaches that person's individual liberty.",Mandatory vaccination is a breach into individual liberty.,
"Becoming infected with a preventable disease, having chosen not to receive the vaccination, then infecting another person breaches that person's individual liberty.","Not everyone believes that positive and negative moral obligations exist in equal weight (if positive obligations exist at all). ""Thou shall not murder"" is meaningfully different from ""Thou shall feed all starving children.""",
Individual liberty may be a necessary sacrifice depending on the severity of the risk to the public's health.,Mandatory vaccination is a breach into individual liberty.,
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.",It is the means of a 'few' immuno-compromised individuals that we are protecting. So our rights to bodily choice is affected by the few. Some immuno-compromised are still vaccinated. Only those who have anaphylaxis are fully exempt.,
"In a civilized society, the needs of the many should, at times when the impact is greatest, be above the needs of the few or individual. Eradicating or limiting a disease by use of vaccinations is for the greater good of society.",Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
"There's a price to pay for living in a civilized society. You sacrifice certain individual freedoms for the benefits of teamwork and being in a social group. In this case, the sacrifice is only the freedom to be ignorant, which is not a high value form of individual liberty.","""Ignorance"" is not the freedom at stake here. It is the freedom of deciding what goes into your body. Ignorance simply means not knowing.",
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.",Eradication of any diseases is an arbitrary target that hasn't been agreed democratically.,
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.","Eradication of other non-contagious diseases such as tetanus cannot be attained via vaccination, since no herd immunity can be attained in this way.",
The erasure of human pain and suffering doesn't need political backing to be morally just.,Eradication of any diseases is an arbitrary target that hasn't been agreed democratically.,
The erasure of human pain and suffering doesn't need political backing to be morally just.,It requires investing a lot of tax money so it does requires political backing.,
"Seeking to eradicate one disease may strengthen healthcare infrastructure, as the Global Polio Eradication Initiative has done in developing countries. The resources poured into eradicating one disease, have resulted in improved access to healthcare for many conditions. (p. 2)","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",
"Strategies to eliminate certain diseases completely (like smallpox, polio and measles) may free up future resources, by saving the money that is currently spent annually on the burden of disease.","Due to the scarcity of resources, seeking to eradicate any one disease might come at a loss to society. This would be the case if the ratio of benefits to cost for such mandatory immunisation campaign were lower than that for alternative measures that benefit public health.",
"Immunocompromised people should not receive live vaccine, out of the concern that it will cause active diseases. They can still receive killed/inactivated vaccines, but are less likely to respond and gain immunity from them, because that's what immunocompromised means.",It is the means of a 'few' immuno-compromised individuals that we are protecting. So our rights to bodily choice is affected by the few. Some immuno-compromised are still vaccinated. Only those who have anaphylaxis are fully exempt.,
Small pox has been eradicated primarily through a successful global vaccination program.WHO,Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
Polio is very close to being eradicated by vaccines.,Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
"The aim of vaccines is to reduce the amount of a virus in circulation in society and thus reduce the amount of infection from that disease, not necessarily eradicate them.",Vaccines have never actually completely eradicated a disease and likely never will. Even the definition of eradication allows for some cases.,
Protecting the liberty of individuals who do not want to vaccinate themselves (or their children) may conflict with protecting the liberty of other individuals who cannot be vaccinated for medical reasons (e.g. immunodeficiency) to safely use public spaces due to the increased risk to their health.,"Immune suppressed individuals can be infected by individuals recently vaccinated for chickenpox (varicella), intranasal flu vaccine within one week, rotavirus, or Oral Polio Vaccine. As such, vaccinated children can endanger others as they can still carry diseases even though they do not show symptoms themselves.",
Protecting the liberty of individuals who do not want to vaccinate themselves (or their children) may conflict with protecting the liberty of other individuals who cannot be vaccinated for medical reasons (e.g. immunodeficiency) to safely use public spaces due to the increased risk to their health.,"It cannot be easily generalised by how much the health risk for individuals who cannot be vaccinated would increase due to the presence of other voluntarily non-vaccinated people attending the same public spaces. Considering that vaccine-preventable diseases are far from being the most frequent causes of illness in our society, it could be argued that the health risk would only increase marginally.",
Protecting the liberty of individuals who do not want to vaccinate themselves (or their children) may conflict with protecting the liberty of other individuals who cannot be vaccinated for medical reasons (e.g. immunodeficiency) to safely use public spaces due to the increased risk to their health.,"It is a false equivalence to compare liberty to not have foreign matter introduced to your body by force with the liberty to walk about in nature. The latter liberty is not restricted in this case by authority, but by nature itself.",
Protecting the liberty of individuals who do not want to vaccinate themselves (or their children) may conflict with protecting the liberty of other individuals who cannot be vaccinated for medical reasons (e.g. immunodeficiency) to safely use public spaces due to the increased risk to their health.,"It is the responsibility of each of us to take care of our own health and well being. It's not one person's responsibility to look after the other, but those who suffer from health issues to look after themselves.",
Protecting the liberty of individuals who do not want to vaccinate themselves (or their children) may conflict with protecting the liberty of other individuals who cannot be vaccinated for medical reasons (e.g. immunodeficiency) to safely use public spaces due to the increased risk to their health.,"Vulnerable children will be vulnerable to many diseases, not just ones for which vaccines exist. Vaccinating others is therefore not a viable method to manage their condition.",
"Oral polio vaccine has not been routinely administered in the U.S. since 1997, when it switched to the injected (inactivated) form, which carries zero risk or infection to contacts of the vaccinated person.","Immune suppressed individuals can be infected by individuals recently vaccinated for chickenpox (varicella), intranasal flu vaccine within one week, rotavirus, or Oral Polio Vaccine. As such, vaccinated children can endanger others as they can still carry diseases even though they do not show symptoms themselves.",
Immunocompromised people can still receive vaccines. It is only those who had a reaction (anaphylaxis) who are exempt.,"It cannot be easily generalised by how much the health risk for individuals who cannot be vaccinated would increase due to the presence of other voluntarily non-vaccinated people attending the same public spaces. Considering that vaccine-preventable diseases are far from being the most frequent causes of illness in our society, it could be argued that the health risk would only increase marginally.",
Immunocompromised people can still receive vaccines. It is only those who had a reaction (anaphylaxis) who are exempt.,"Immunocompromised people should not receive live vaccine, out of the concern that it will cause active diseases. They can still receive killed/inactivated vaccines, but are less likely to respond and gain immunity from them, because that's what immunocompromised means.",
"One has the liberty to not get vaccinated, but then one must accept the penalty. Our choices must carry consequences.",Mandatory vaccination is a breach into individual liberty.,
"Communicable diseases have no respect for international borders. Efforts to control or eradicate these illnesses must be based on worldwide disease burden, i.e. countries with low incidence of disease need to maintain high rates of vaccination until the disease is eradicated/ controlled everywhere.","The beneficial impact of a mandatory immunisation campaign depends on country- and region-specific conditions, which make it hard or impossible to generally state that vaccines must be made mandatory everywhere.",
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.","The beneficial impact of a mandatory immunisation campaign depends on country- and region-specific conditions, which make it hard or impossible to generally state that vaccines must be made mandatory everywhere.",
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.",Eradication of any diseases is an arbitrary target that hasn't been agreed democratically.,
"Eradicating certain communicable, vaccine-preventable diseases (like polio & measles) worldwide requires that developed countries continue to maintain high rates of vaccination and immunity, even though individuals in those countries are at low risk of exposure to the disease.","Eradication of other non-contagious diseases such as tetanus cannot be attained via vaccination, since no herd immunity can be attained in this way.",
The erasure of human pain and suffering doesn't need political backing to be morally just.,Eradication of any diseases is an arbitrary target that hasn't been agreed democratically.,
The erasure of human pain and suffering doesn't need political backing to be morally just.,It requires investing a lot of tax money so it does requires political backing.,
The number of lives that could be saved is clear from comparing incidence of disease in developed vs. underdeveloped countries.,It is unclear how many additional lives could be saved through such a policy.,
The number of lives that could be saved is clear from comparing incidence of disease in developed vs. underdeveloped countries.,"More complex statistical analysis techniques such as multivariate regression are required to establish the correlation between immunisation rates and incidence of disease. For this it is necessary to correct for differences in the general state of health among different countries and different periods, e.g. accounting for differences in the healthcare system, diet etc.",
The number of lives that could be saved is clear from comparing incidence of disease in developed vs. underdeveloped countries.,"Depending on the disease, high incidence of a diseases needs not mean high number of deaths, if a good healthcare service is available.",
"Cases of paralytic polio in the US fell from 15,000 annually in 1955 (when the first vaccine was introduced) to 10 per year in the 1970s.","More complex statistical analysis techniques such as multivariate regression are required to establish the correlation between immunisation rates and incidence of disease. For this it is necessary to correct for differences in the general state of health among different countries and different periods, e.g. accounting for differences in the healthcare system, diet etc.",
"This statistical analysis would necessarily be based on historical data, and thus would never be entirely applicable to today's population. By this logic no new product should ever be introduced, nor any new treatment recommended.","More complex statistical analysis techniques such as multivariate regression are required to establish the correlation between immunisation rates and incidence of disease. For this it is necessary to correct for differences in the general state of health among different countries and different periods, e.g. accounting for differences in the healthcare system, diet etc.",
"This statistical analysis would necessarily be based on historical data, and thus would never be entirely applicable to today's population. By this logic no new product should ever be introduced, nor any new treatment recommended.","By this argument it would also not be possible to demonstrate the effectiveness of vaccines, since it would be hard to argue that any observed correlation between the incidence in the disease and the immunisation coverage reflects a deeper deterministic link and is not simply spurious.",
"In countries where there is not good access to health care, it is not only more expedient, but more humane, to provide vaccine and eliminate suffering and death from at least one disease.","Depending on the disease, high incidence of a diseases needs not mean high number of deaths, if a good healthcare service is available.",
The administration of vaccines would reduce healthcare costs due to vaccine-preventable diseases complications and treatment.,It would be expensive for countries to give every single person on the planet many vaccines.,
"Oral polio vaccine has not been routinely administered in the U.S. since 1997, when it switched to the injected (inactivated) form, which carries zero risk or infection to contacts of the vaccinated person.","Immune suppressed individuals can be infected by individuals recently vaccinated for chickenpox (varicella), intranasal flu vaccine within one week, rotavirus, or Oral Polio Vaccine. As such, vaccinated children can endanger others as they can still carry diseases even though they do not show symptoms themselves.",
This does not account for the fact that many more cases of polio have been avoided thanks to the vaccine itself.,The circulating vaccine-derived poliovirus has been responsible for more cases of paralysis than the wild poliovirus in recent years.,
"Vaccination schedules in several countries have replaced the use of oral vaccines (i.e. OPV, which could cause cVDPV) with safer ones (IPV), a trend that is considered positive by some.","The circulating vaccine-derived poliovirus (cVDPV) has the potential to cause health impacts similar to those of the polio virus itself, which has been the cause of multiple outbreaks in the past, and as recently as 2017 in Syria.",
"Vaccine shedding is mainly a concern through fecal-oral contamination. With the example of circulating vaccine derived polio, the reason this virus mutated back to an infectious form was because the attenuated form was used in areas with low vaccination rates, allowing it to spread and mutate.","The circulating vaccine-derived poliovirus (cVDPV) has the potential to cause health impacts similar to those of the polio virus itself, which has been the cause of multiple outbreaks in the past, and as recently as 2017 in Syria.",
Vaccine shedding is only a concern for those with severely weakened immune systems.,Vaccine shedding is a real concern.,
Most vaccines do not shed.,Vaccine shedding is a real concern.,
"There is almost no record of any substantial harm done to others (11 in 50 million for chickenpox, for example).",Vaccine shedding is a real concern.,
"Vaccine shedding is much higher with wild-type infection than with vaccinated individuals, and the wild-type pathogens are more likely to cause disease than the attenuated vaccine-type strains.",Vaccine shedding is a real concern.,
"Shedding of attenuated (weakened) virus may be beneficial, by passively immunizing the imunocompetent contacts of the vaccinated child. This is important in third-world countries, where the likelihood of wild-type disease in immunocompetent contacts is much higher than the likelihood of vaccine-type disease in immunosuppressed contacts.",Vaccine shedding is a real concern.,
"For some diseases, like polio, total eradication is within reach, which would justify the expenditure of public health dollars now, and save money in the future when, as with smallpox, there may be a day when vaccination is no longer needed",Rendering vaccines mandatory does not necessarily represent a cost-effective way of improving public health in all countries.,
Review of vaccination strategies has demonstrated that the majority of universal vaccination programs are cost-saving from the perspective of society compared to no vaccination. Vaccination programs are among the rare health interventions that are cost-saving.,Rendering vaccines mandatory does not necessarily represent a cost-effective way of improving public health in all countries.,
"A different regimen of mandatory vaccinations can be somewhat tailored to individual countries. Should a malaria vaccine ever be developed, it may not be necessary in colder climes, for instance, though absolutely necessary equatorially.",Rendering vaccines mandatory does not necessarily represent a cost-effective way of improving public health in all countries.,
"We've never used the criteria of cost-effectiveness before in spending decisions, such as the disproportionate spending of taxpayers money each year into military and nuclear weapons, as well as atomic arms.",Rendering vaccines mandatory does not necessarily represent a cost-effective way of improving public health in all countries.,
Diseases are a method of natural selection. Bypassing them via vaccination is of greater detriment to society due to the increase in hereditary weaknesses.,Rendering vaccines mandatory does not necessarily represent a cost-effective way of improving public health in all countries.,
"The link is to a study in mice, which tested effect of aluminum on cognitive function in the short term and found adverse effects from a dose of aluminum which, in humans, would be proportional to 10 to 15 times as much aluminum as contained in one dose of most vaccines.","The most common adjuvant used in vaccines (i.e. Aluminium oxide hydroxide, Alhydrogel) might be neurotoxic even at low doses.",
"The link is to a study in mice, which tested effect of aluminum on cognitive function in the short term and found adverse effects from a dose of aluminum which, in humans, would be proportional to 10 to 15 times as much aluminum as contained in one dose of most vaccines.",The link also notes that lower doses might increase the risk due to the mechanism leading to the substance's neurotoxicity.,
"The amount of aluminium in most vaccines is far less than the amount ingested daily from food, water and other products.","The most common adjuvant used in vaccines (i.e. Aluminium oxide hydroxide, Alhydrogel) might be neurotoxic even at low doses.",
"All things are harmful to humans, at the wrong dose or delivered incorrectly. Even water is toxic at high enough levels.",There is a possibility of vaccines containing substances harmful to humans.,
The illnesses being prevented by vaccines are much more harmful than the ingredients in the vaccines themselves.,There is a possibility of vaccines containing substances harmful to humans.,
Mandating vaccination does not mean there would not be exceptional grounds. If someone has a history of adverse reactions to vaccines it would be unethical to vaccinate them further.,"Since vaccines can cause harmful side-effects, mandating their use prevents healthcare professionals from weighing the pros and cons of vaccination based on the needs of individual patients.",
"The above case states there was no evidence that the department of HHS updated the U.S. House & Senate. It does not state that there was no quality control, or no primary evidence from which reports could have been formulated.",A recent US court case revealed there has been no quality control over vaccines manufactured by big-pharma for at least 32 years.,
Vaccines do not limit the ability of the human body to generate cross strain protections.,Vaccines limit the ability of the body to create heterosubtypic immunity.,
The Vaccine Injury Compensation Program was made in the 1980's after a vaccine scare which has since been discredited. The website even says people are paid even when there is no finding of causality.,A lot of money has been payed due to vaccine injuries.,
The Vaccine Injury Compensation Program was made in the 1980's after a vaccine scare which has since been discredited. The website even says people are paid even when there is no finding of causality.,"The VICP is managed by the DOJ. The VICP mandate states that it provides ""...compensation for vaccine injury-related medical and rehabilitative expenses..."" The standard by the DOJ is clear. Money is paid when they believe an injury caused by a vaccine occurred, which is not easy. Less than 10% of people who file a claim with the VICP are adjudged to be eligible for compensation. 30% are settled prior to Judgment and the remaining 60% are either withdrawn or deemed not eligible.",
"The above source is not ""reputable evidence."" The GreenMedInfo site is known for fact distortion and promoting pseudo-science.",There is plenty of reputable evidence showing the dangers of vaccines.,
Side effects of vaccines are carefully evaluated by the FDA through intense clinical trials. The process of getting vaccines to market takes years and is often unsuccessful because the standards are so high.,There is plenty of reputable evidence showing the dangers of vaccines.,
This is absolutely untrue; there are no known cases of vaccines causing cancer.,Vaccines can cause cancer.,
Vaccines can help prevent cancer caused by viruses.,Vaccines can cause cancer.,
This is simply not true.,Vaccines can lead to Sudden Infant Death Syndrome (SIDS).,
One case does not make it a substantive risk.,Vaccines can lead to Sudden Infant Death Syndrome (SIDS).,
Major studies have thoroughly debunked this myth.,Vaccines can cause allergies and asthma.,
Allergic reactions are so rare it can be easily argued there is no link.,Vaccines can cause allergies and asthma.,
"While there is a very slight risk for children who already have moderate to severe asthma, the risk for the general population is almost none.",Vaccines can cause allergies and asthma.,
There is no credible link between vaccines and autism.,There are concerns that some vaccines can cause/have caused autism.,
There is no credible link between vaccines and autism.,"As of March 5th 2020, the CDC only had 2 studies related to the DTaP vaccine use in infants 0-6 months as it relates to causing autism (study list.) One of the studies which combs all studies around the world, by the Institute of Medicine 2014 finds: ""The evidence is inadequate to accept or reject a causal relationship between diphtheria toxoid–, tetanus toxoid–, or acellular pertussis–containing vaccine and autism.""",
There is no known mechanism by which vaccines would have caused autism.,There are concerns that some vaccines can cause/have caused autism.,
There is a scientific consensus that vaccines do not cause autism.,There are concerns that some vaccines can cause/have caused autism.,
Autism is not a sufficiently serious consequence when compared to the life-threatening illnesses vaccines prevent.,There are concerns that some vaccines can cause/have caused autism.,
"Despite having some insignificant side effects like fever, childhood immunisation programs massively continue to keep diseases like measles, mumps, diptheria, influenza etc. under control.",Vaccines have the potential to cause various diseases and illnesses.,
There have been demonstrated health impacts and deaths to those who are not vaccinated.,There could be negative health impacts for those who are vaccinated.,
"According to an analysis of the benefit and risk of DTP immunization, if there was no immunization program in the United States, pertussis cases could increase 71-fold and deaths due to pertussis could increase four-fold.",There could be negative health impacts for those who are vaccinated.,
Majority of self immune reactions caused by pathogens can potentially be eliminated through genomics in modern vaccines and drug design due to the increasing understanding of microbial pathogenesis that is emerging from the study and analysis of genome. ncbi,There could be negative health impacts for those who are vaccinated.,
Refusing recommended (not mandatory) vaccinations may already adversely affect the physician-patient relationship.ncbi.nlm.nih.gov,Making this mandatory would adversely affect the physician-patient relationship.,
"Even though a physician has the patient's best interest in mind, it seems this would create conflict with parents who should voice concerns and ensure they have a doctor that will engage in discussion about the benefits and risks of vaccines.",Making this mandatory would adversely affect the physician-patient relationship.,
"Having non-vaccinated patients is putting the physician and other patients at risk, and therefore affecting the relationship adversely.",Making this mandatory would adversely affect the physician-patient relationship.,
"The physician patient relationship is, in this case, less significant than the health of the patient. That’s why it should be compulsory for vaccines to be taken to ensure that even if this relationship was severed due to misunderstanding and lack of education, the priority is vaccinating and ensuring the prosperous health of the patient.",Making this mandatory would adversely affect the physician-patient relationship.,
Majority of vaccines are not tested on animals due to their physiological difference to humans.,The creation and testing of vaccines conflicts with animal rights.,
Majority of vaccines are not tested on animals due to their physiological difference to humans.,"At a physiological and anatomical level, animals and humans are remarkably similar.",
"Yet, the immunity of other animals differs from that of a human in terms of illnesses and protection.","At a physiological and anatomical level, animals and humans are remarkably similar.",
"The most important vaccines have already been created, to not give vaccines to people would be a waste of all the suffering that animals have already endured.",The creation and testing of vaccines conflicts with animal rights.,
"The most important vaccines have already been created, to not give vaccines to people would be a waste of all the suffering that animals have already endured.","New diseases and variants emerge often, if we continue to rely on animals for vaccine testing, then we will continue to violate their rights to develop vaccines.",
There is a long tradition of meditation.,That a tradition has lasted a long time does not necessarily mean that it is beneficial.,
Meditation is an integral part of many people's religion.  Their religions add meaning and purpose to their life.,"Sunk cost could account for a lot of the listed benefits. For example, yes, it might temporarily calm your stress, but it might be more beneficial and less time-consuming to solve your stress by solving your problems more directly.",
Meditation is an integral part of many people's religion.  Their religions add meaning and purpose to their life.,"Many Buddhists, in traditionally Buddhist countries don't actually meditate.",
Meditation is an integral part of many people's religion.  Their religions add meaning and purpose to their life.,"You can participate in many parts of the religion, ritual, ethics etc., without doing meditation.",
There exist some problems which exceeds an individual's capabilities to be solved.,"Sunk cost could account for a lot of the listed benefits. For example, yes, it might temporarily calm your stress, but it might be more beneficial and less time-consuming to solve your stress by solving your problems more directly.",
"Meditation can be seen as a form of mindfulness, which is proven to be beneficial in many areas.","A better way to exercise mindfulness in a certain area, is to direct your attention in that certain area, instead of cultivating 'general' mindfulness.",
"In some situations, a ""general mindfulness"" is more appropriate. For grounding oneself, for example, you turn your mind towards all parts of your body to fully sense your surroundings. This could be seen as a type of meditation.","A better way to exercise mindfulness in a certain area, is to direct your attention in that certain area, instead of cultivating 'general' mindfulness.",
Meditation can improve physical health.,The evidence for meditation's benefits isn't that strong.,
Meditation is beneficial cognitive functioning and mental health.,"Sunk cost could account for a lot of the listed benefits. For example, yes, it might temporarily calm your stress, but it might be more beneficial and less time-consuming to solve your stress by solving your problems more directly.",
Meditation is beneficial cognitive functioning and mental health.,However people can be deceived or fool themselves.,
Meditation is beneficial cognitive functioning and mental health.,The evidence for meditation's benefits isn't that strong.,
To stay calm and think about oneself and live in the moment provides a balance to the otherwise hectic daily life.,Thinking about oneself isn't commonly what is meant when talking about meditation.,
There exist some problems which exceeds an individual's capabilities to be solved.,"Sunk cost could account for a lot of the listed benefits. For example, yes, it might temporarily calm your stress, but it might be more beneficial and less time-consuming to solve your stress by solving your problems more directly.",
It may be also beneficial for facing daily issues and self-development for healthy individuals.,"Much of the science of meditation focuses on sick people, it may not be that useful for the healthy.",
"Researchers at the University of Wisconsin-Madison have found that meditation affects brain regions that can make a person more empathetic, compassionate and kind to other people. Such personality traits are crucial for all individuals and societies irrespective of health.","Much of the science of meditation focuses on sick people, it may not be that useful for the healthy.",
Many people may just not like meditating.,Meditation may only be beneficial in certain cases.,
Many people may just not like meditating.,"People that do not like meditation are often afraid of what they will find if they slow down and actually listen to all the rubbish running around in their head. Usually, these are the people that have most to gain.",
"So could literally any forced activity, or more specifically any other activity appearing ""religious"".",Meditation could be used as part of cult indoctrination.,
"The vast majority of meditation sessions have no relation to cult activity. The majority of cult activity has no relation to meditation. If one is concerned about being indoctrinated into a cult, it would be better to just avoid cults, and learn meditation from a source that isn't a cult.",Meditation could be used as part of cult indoctrination.,
"Meditation is a form of mindfulness, which involves focusing solely on one's own conscious awareness, not the guru's. Taking this into account, it is unlikely that meditation could be successfully used as part of an indoctrinating process.",Meditation could be used as part of cult indoctrination.,
An experienced mediator should easily reach a desired mental state in just a few seconds. A long practice is not longer necessary once the skills are mastered.,Meditation is very time consuming.,
"If you need to feed your dog, you can't meditate your dog some food. If you want to calm your mind or deepen spiritual practice, meditation is unbeat.","Other behaviours or strategies may be more beneficial than meditation, produce the same effects with more efficiency, or less drawbacks.",
"Meditation is just as effective as Cognitive Behavioural Therapy (CBT), a common alternative strategy.","Other behaviours or strategies may be more beneficial than meditation, produce the same effects with more efficiency, or less drawbacks.",
It is not necessary to understand the Buddhist roots of meditation to benefit from it or learn it. It is useful historical perspective only.,"Meditation and mindfulness are being promoted by an extensive corporate mindfulness training network. It has been suggested that they advertise claims that aren't properly supported by science, and they conceal the necessary Buddhist roots of the practice.",
The source is an opinion piece backed up with no scientific evidence. How can you decide whether or not something is beneficial or not when you haven't defined anything to measure against.,"It has been noted that simple mindfulness meditation, while can be effective against some problems doesn't address the deeper issues in individuals and cultures. Traditional meditation has been linked to an ethical system and life philosophy, to help with this, which is absent from modern mindfulness.",
Meditation has been widely practiced throughout history.,The current mindfulness meditation movement is a sensationalised fad that lacks substance.,
Meditation has been widely practiced throughout history.,The popularity of a practice doesn't necessarily prove its validity nor disprove it,
Mindfulness (often investigated as MBSR or MBCT) is structured practice that is scientifically proved by complex meta-analysis,The current mindfulness meditation movement is a sensationalised fad that lacks substance.,
"Yoga and meditation are continuously proven among the most effective therapies for those living with complex residual trauma, especially in prison settings where there are high concentration of individuals plagued by trauma.",The current mindfulness meditation movement is a sensationalised fad that lacks substance.,
"This is a question of personal ignorance, not one that determines whether the practice itself is harmful or not.",There are too many different types of meditation. It's hard to know which could be beneficial.,
