text1,text2,ZS response,final_val
There exist some problems which exceeds an individual's capabilities to be solved.,"Sunk cost could account for a lot of the listed benefits. For example, yes, it might temporarily calm your stress, but it might be more beneficial and less time-consuming to solve your stress by solving your problems more directly.",Divergent,Divergent
It may be also beneficial for facing daily issues and self-development for healthy individuals.,"Much of the science of meditation focuses on sick people, it may not be that useful for the healthy.",Divergent,Divergent
"Researchers at the University of Wisconsin-Madison have found that meditation affects brain regions that can make a person more empathetic, compassionate and kind to other people. Such personality traits are crucial for all individuals and societies irrespective of health.","Much of the science of meditation focuses on sick people, it may not be that useful for the healthy.",Divergent,Divergent
Many people may just not like meditating.,Meditation may only be beneficial in certain cases.,Not Divergent,Not Divergent
Many people may just not like meditating.,"People that do not like meditation are often afraid of what they will find if they slow down and actually listen to all the rubbish running around in their head. Usually, these are the people that have most to gain.",Not Divergent,Not Divergent
"So could literally any forced activity, or more specifically any other activity appearing ""religious"".",Meditation could be used as part of cult indoctrination.,Not Divergent,Not Divergent
"The vast majority of meditation sessions have no relation to cult activity. The majority of cult activity has no relation to meditation. If one is concerned about being indoctrinated into a cult, it would be better to just avoid cults, and learn meditation from a source that isn't a cult.",Meditation could be used as part of cult indoctrination.,Not Divergent,Not Divergent
"Meditation is a form of mindfulness, which involves focusing solely on one's own conscious awareness, not the guru's. Taking this into account, it is unlikely that meditation could be successfully used as part of an indoctrinating process.",Meditation could be used as part of cult indoctrination.,Divergent,Divergent
An experienced mediator should easily reach a desired mental state in just a few seconds. A long practice is not longer necessary once the skills are mastered.,Meditation is very time consuming.,Divergent,Divergent
"If you need to feed your dog, you can't meditate your dog some food. If you want to calm your mind or deepen spiritual practice, meditation is unbeat.","Other behaviours or strategies may be more beneficial than meditation, produce the same effects with more efficiency, or less drawbacks.",Divergent,Divergent
"Meditation is just as effective as Cognitive Behavioural Therapy (CBT), a common alternative strategy.","Other behaviours or strategies may be more beneficial than meditation, produce the same effects with more efficiency, or less drawbacks.",Divergent,Divergent
It is not necessary to understand the Buddhist roots of meditation to benefit from it or learn it. It is useful historical perspective only.,"Meditation and mindfulness are being promoted by an extensive corporate mindfulness training network. It has been suggested that they advertise claims that aren't properly supported by science, and they conceal the necessary Buddhist roots of the practice.",Divergent,Divergent
The source is an opinion piece backed up with no scientific evidence. How can you decide whether or not something is beneficial or not when you haven't defined anything to measure against.,"It has been noted that simple mindfulness meditation, while can be effective against some problems doesn't address the deeper issues in individuals and cultures. Traditional meditation has been linked to an ethical system and life philosophy, to help with this, which is absent from modern mindfulness.",Divergent,Divergent
Meditation has been widely practiced throughout history.,The current mindfulness meditation movement is a sensationalised fad that lacks substance.,Divergent,Divergent
Meditation has been widely practiced throughout history.,The popularity of a practice doesn't necessarily prove its validity nor disprove it,Not Divergent,Not Divergent
Mindfulness (often investigated as MBSR or MBCT) is structured practice that is scientifically proved by complex meta-analysis,The current mindfulness meditation movement is a sensationalised fad that lacks substance.,Divergent,Divergent
"Yoga and meditation are continuously proven among the most effective therapies for those living with complex residual trauma, especially in prison settings where there are high concentration of individuals plagued by trauma.",The current mindfulness meditation movement is a sensationalised fad that lacks substance.,Divergent,Divergent
"This is a question of personal ignorance, not one that determines whether the practice itself is harmful or not.",There are too many different types of meditation. It's hard to know which could be beneficial.,Divergent,Divergent
"This is a question of personal ignorance, not one that determines whether the practice itself is harmful or not.",Not necessarily if there are certain kinds of meditation that are better suited for different things as there are different types of yoga for different applications,Divergent,Divergent
"Variety does not equate difficulty. This is akin to saying ""There are too many different types of clothing. It's hard to know which ones will fit, so let's just not wear clothes."" Instead we can try on different outfits to ""see what fits."" It is relatively easy to explore different meditative traditions, ""try them on,"" and experience first-hand whether one is beneficial or not.",There are too many different types of meditation. It's hard to know which could be beneficial.,Not Divergent,Not Divergent
The fact there are so many different types of meditation may open up more potential uses for it.,There are too many different types of meditation. It's hard to know which could be beneficial.,Divergent,Divergent
Daylight Saving Time saves energy.,"In the days of oil lamps and 1 shift work, maybe.
It's a 24/7 world, with people working 2nd and 3rd shifts. Stores are open 24/7. Some people sleep during the day. Daylight savings is obsolete.",Divergent,Divergent
Daylight Saving Time saves energy.,"A Meta Study shows that daylight energy savings are minimal or even negative, the futher you are away from the equator the more energy is saved with a peak in nothern countries such as Norway or Sweden with savings of 0.5% as a mean during DST which results in about 0.3% p.a.",Divergent,Divergent
Less artificial light is used thanks to DST.,The increase in use of energy used for heating or cooling outweight the potential gains from the use of less artificial light.See study.,Divergent,Divergent
Less artificial light is used thanks to DST.,"In today's modern world, artificial light is used 24/7, regardless of DST.",Divergent,Divergent
Daylight Saving Time has a positive effect on the economy.,"Work-related injuries increase during Daylight Saving Time, resulting in more time off. This can results in lost costs for businesses.",Divergent,Divergent
DST reduces crime.,Assault rates are higher on the Monday following Day Light Savings time.,Divergent,Divergent
DST reduces crime.,"Tired people have impaired judgement, which could lead to more crime.",Divergent,Divergent
This is only temporarily. People learn to adjust.,DST disturbs rest-activity cycle.,Divergent,Divergent
"The study uses US and Swedish insurance information, so the global estimates may be invalid.","A 2020 study looking at insurance databases estimates that each spring the DST shift is associated with negative health effects - with 150,000 incidences in the US, and 880,000 globally.",Divergent,Divergent
DST decreases the number of traffic accidents.,DST impacts health negatively.,Divergent,Divergent
DST decreases the number of traffic accidents.,There is actually a 17% increase in the number of car accidents on the day of DST.,Divergent,Divergent
This is untrue: the advancements in communication outweigh any problems figuring out what time it is in another country.,Changing times makes it more difficult to connect with people in other parts of the world when their time stays the same.,Divergent,Divergent
"Modern computers, smartphones and other gadgets change their clocks automatically, reducing the effort in changing the time.",DST is inconvenient.,Not Divergent,Not Divergent
"There are sites, such as World Time Buddy that takes the effort out of trying to remember.",DST is inconvenient.,Divergent,Divergent
"There are sites, such as World Time Buddy that takes the effort out of trying to remember.",Not everybody uses these sites.,Divergent,Divergent
Consumers seeing gloves on the food service workers might imply an unclean workplace.,"It’s not about keeping a good reputation in the customer’s eyes, it’s about protecting and keep their food as clean as possible.",Divergent,Divergent
Wearing gloves can reduce hygienic discipline with workers.,Wearing gloves is a form of hygienic discipline in of itself.,Divergent,Divergent
Improper food handling can occur with or without gloves.,The Center for Disease Control and Prevention  (CDC) found that more than half of all food-borne illness outbreaks in the US stem from improper food handling.,Not Divergent,Not Divergent
"Pathogens can be present on gloves too, if the workers are not careful. Therefore, it isn't the best safeguard.",Wearing gloves protects the consumer from potential pathogens on the worker's hands.,Divergent,Divergent
"Homepathic substances are in practice placebos that are explicitly marketed as active, non-placebo substances. This is fundamentally fraudulent.","The placebo effect depends on them seeming to work; if the end result is good, perhaps it is permissible.",Divergent,Divergent
"Homepathic substances are in practice placebos that are explicitly marketed as active, non-placebo substances. This is fundamentally fraudulent.","If the placebo works, the end result is positive; as such, homeopathy should remain supported.",Divergent,Divergent
"Placebos are not guaranteed to work, waste money, and are actually harmful to the person if their condition worsens with time.","If the placebo works, the end result is positive; as such, homeopathy should remain supported.",Divergent,Divergent
Homeopaths are trained to listen to their patients extensively. The relief of being heard is likely what patients benefit from rather than the medicine itself.,"If the placebo works, the end result is positive; as such, homeopathy should remain supported.",Divergent,Divergent
Proponents of homeopathy claim that greater dilutions (lower concentration) of supposed active ingredients produce stronger effects. Medical science has shown the opposite: that responses are correlated to dosages.,"It may not seem to follow current scientific or medicinal knowledge, but perhaps it is more advanced in that regard, and science will catch up to the work homeopathy is already doing.",Divergent,Divergent
Proper science based medicine follows the science rather than leading it. It's a fraud until and unless it's proven to work,"It may not seem to follow current scientific or medicinal knowledge, but perhaps it is more advanced in that regard, and science will catch up to the work homeopathy is already doing.",Divergent,Divergent
"Of the many studies that have been conducted, not one has proven the efficacy of homeopathy.","It may not seem to follow current scientific or medicinal knowledge, but perhaps it is more advanced in that regard, and science will catch up to the work homeopathy is already doing.",Divergent,Divergent
"Homeopathy is ineffective, yet proponents advocate it as a treatment for life-threatening diseases including cancer.",There is plenty of anecdotal evidence to suggest that homeopathy does work.,Divergent,Divergent
"It is not merely fraudulent, but an act of murder, to prescribe homeopathic remedies to those with life-threatening illnesses.","In cases where modern medicine can no longer help, perhaps homeopathy would be a positive idea, as it may stand a slight chance of genuinely working when other options have been exhausted.",Divergent,Divergent
"Homeopathy outright ignores all known science, rendering all of its claims fraudulent.","It may not seem to follow current scientific or medicinal knowledge, but perhaps it is more advanced in that regard, and science will catch up to the work homeopathy is already doing.",Divergent,Divergent
Proper science based medicine follows the science rather than leading it. It's a fraud until and unless it's proven to work,"It may not seem to follow current scientific or medicinal knowledge, but perhaps it is more advanced in that regard, and science will catch up to the work homeopathy is already doing.",Divergent,Divergent
"Of the many studies that have been conducted, not one has proven the efficacy of homeopathy.","It may not seem to follow current scientific or medicinal knowledge, but perhaps it is more advanced in that regard, and science will catch up to the work homeopathy is already doing.",Divergent,Divergent
The places where placebo are better than current therapies are the places where current therapies are being abandoned.,"A positive unreasonable belief, otherwise known as placebo, was found effective and even superior to modern medicine in some rare cases.",Not Divergent,Not Divergent
The majority of studies say otherwise.,"A positive unreasonable belief, otherwise known as placebo, was found effective and even superior to modern medicine in some rare cases.",Divergent,Divergent
Medicine is based in statistical analysis. Working in rare cases would be considered a non-working therapy.,"A positive unreasonable belief, otherwise known as placebo, was found effective and even superior to modern medicine in some rare cases.",Divergent,Divergent
Fraudulent placebo is still something fraudulent by definition.,"A positive unreasonable belief, otherwise known as placebo, was found effective and even superior to modern medicine in some rare cases.",Divergent,Divergent
"Patients do not have the requisite knowledge base to make informed decisions about their health, especially in the presence of disinformation.","Patients have agency and the ability to choose. If that is their decision then nobody else need get involved, certainly not with accusations of fraud.",Divergent,Divergent
"Selling anything in a pharmacy creates a context of trust, which is misleading as it may lead people to choose something that does not have a real effect.","Patients have agency and the ability to choose. If that is their decision then nobody else need get involved, certainly not with accusations of fraud.",Divergent,Divergent
The person selling homeopathy is committing fraud unless they tell the patient that it can't possibly work and actually all the underpinnings are nonsense.,"The doctors can instruct patients about the medicine being homeopathic. In some countries, there is a law for it. If a patient knows he buys an overpriced sugar pill and buys it of his own will, it is not fraud.",Divergent,Divergent
The person selling homeopathy is committing fraud unless they tell the patient that it can't possibly work and actually all the underpinnings are nonsense.,Not every pharmacist or shopkeeper can be held responsible for the marketing done by the homeopathic sector.,Divergent,Divergent
Anyone who sells something that is a fraud should be prosecuted for fraud. Do your research before selling a product to the public.,Not every pharmacist or shopkeeper can be held responsible for the marketing done by the homeopathic sector.,Divergent,Divergent
"Most of the people suggesting homeopathic treatments are not doctors, as it is not a prescribed medicine.","The doctors can instruct patients about the medicine being homeopathic. In some countries, there is a law for it. If a patient knows he buys an overpriced sugar pill and buys it of his own will, it is not fraud.",Not Divergent,Not Divergent
"Medicine reduces risks of injury and death, allowing people who lack common sense to survive.","Common sense is ultimately a subjective notion. It is not passed from one generation to the next, only the qualities attributed to the idea of common sense.",Not Divergent,Not Divergent
"Medicine reduces risks of injury and death, allowing people who lack common sense to survive.","Some people may get themselves injured through a lack of common sense in everyday situations, yet they may excel in other areas, thus contributing to human evolution.",Not Divergent,Not Divergent
"Stupidity, in the long term, is the most destructive trait that medicine allows to survive.","There is no definitive set of traits that either scientists or laymen use to ascribe stupidity to an individual, let alone a whole species. Stupidity is a matter of perspective, or more fundamentally perception.",Divergent,Divergent
"Stupidity, in the long term, is the most destructive trait that medicine allows to survive.",Medicine also allows people with great intelligence to survive and reproduce.,Divergent,Divergent
"Stupidity, in the long term, is the most destructive trait that medicine allows to survive.","Medicine does not cure or prevent stupidity. It cures people with injuries, disease or body weakness.",Divergent,Divergent
"Stupidity, in the long term, is the most destructive trait that medicine allows to survive.","The percentage of events where a person gets injured because of a stupid decision is rather low compared to disease and epidemics, accidents, war, and any other event that is no fault of their own.",Divergent,Divergent
"Stupidity, in the long term, is the most destructive trait that medicine allows to survive.","Stupidity, by itself, furthers human evolution and does not undermine it since stupid individuals oftentimes remove themselves from the gene pool.",Divergent,Divergent
"Intelligence seems to be an actual measurable trait by something commonly called the G-Factor, driving capacities to recognize patterns and adjust to changes as well as opportunities regardless of the context. Lacking these traits is fine in a modern society, but an apocalyptic event would simply kill most of these people.","There is no definitive set of traits that either scientists or laymen use to ascribe stupidity to an individual, let alone a whole species. Stupidity is a matter of perspective, or more fundamentally perception.",Divergent,Divergent
Medical technology allows very weak members of the species to survive and reproduce.,Just because someone gets sick or injured does not mean they are a weak member of the species.,Divergent,Divergent
Medical technology allows very weak members of the species to survive and reproduce.,"The ""weak"" have other qualities to offer that are beneficial to the species.",Not Divergent,Not Divergent
Medical technology allows very weak members of the species to survive and reproduce.,"We generally consider it inappropriate to judge the worth of life based on whether an individual is weak. Otherwise, we would consider handicapped people a problem for society.",Not Divergent,Not Divergent
Medical technology allows very weak members of the species to survive and reproduce.,The fact that someone is surviving is sufficient evidence of their strength to do so.,Divergent,Divergent
"Natural selection by means of removing members from the gene pool has been the primary method of evolution since the beginning of life. Survival of the fittest, death of the weakest.","Humans have long ago overcome this evolutionary mechanism, for example through the development and use of tools that allow otherwise weak individuals to thrive.",Divergent,Divergent
"In the event of a natural disaster in which (large parts) of these tools and systems are wiped out, weak individuals will suffer enormously, since their survival depends on them.","Humans have long ago overcome this evolutionary mechanism, for example through the development and use of tools that allow otherwise weak individuals to thrive.",Not Divergent,Not Divergent
"According to a new study that asserts humans are still evolving according to Charles Darwin's natural selection theory, humans are growing weaker and more disease-prone.","Humans have long ago overcome this evolutionary mechanism, for example through the development and use of tools that allow otherwise weak individuals to thrive.",Divergent,Divergent
Contributing to society does not mean contributing to the species' evolution. It only contributes to the environmental factors surrounding the evolution.,Many people who would have died without modern medicine go on to contribute a lot to society.,Not Divergent,Not Divergent
"Technology allows humans to conquer and even eradicate problems that have held us back, such as malaria. There are many extrinsic causes of disease and death that have little to do with someone's inherent fitness and more to do with random chance. Removing those problems actually improves the effectiveness of evolution.",Many people get sick or injured by chance rather than because they are a weak member of the species.,Not Divergent,Not Divergent
Having a propensity to get sick or injured indicates that the individual has problematic genetic traits.,Just because someone gets sick or injured does not mean they are a weak member of the species.,Divergent,Divergent
"While someone may not be extremely weak, if they get injured or sick then perhaps they possess traits that are not ideal for their given environment. If someone falls off a ladder because they lack caution or a sense of balance, that trait may be good to remove from the gene pool.",A lack of caution is hardly a permanent trait of individuals; it is rather something that can occur to even the strongest ones.,Divergent,Divergent
"While someone may not be extremely weak, if they get injured or sick then perhaps they possess traits that are not ideal for their given environment. If someone falls off a ladder because they lack caution or a sense of balance, that trait may be good to remove from the gene pool.",This has little to do with medicine. We need to split between injuries and death that are curable by medicine from the ones that cannot if we are to debate about medicine’s influence over evolution.,Divergent,Divergent
These attributes do not necessarily facilitate human evolution.,Individuals like Stephen Hawking may be physically weak or even disabled yet are able to contribute a lot to humanity and its knowledge about the universe.,Not Divergent,Not Divergent
These attributes do not necessarily facilitate human evolution.,"With improved knowledge about the universe, humans may be able to populate other planets and thus increase the chances of the human species surviving.",Divergent,Divergent
"This is based on a restricted definition of weakness. We should rather define ""weakness"" as a genetical disadvantage which should not permit survival until time of reproduction.","The ""weak"" have other qualities to offer that are beneficial to the species.",Divergent,Divergent
Human evolution is not concerned with fairness or morality; something can be a blessing for the evolution of the human species and at the same time be deeply morally wrong.,"We generally consider it inappropriate to judge the worth of life based on whether an individual is weak. Otherwise, we would consider handicapped people a problem for society.",Divergent,Divergent
"Medical technology makes it possible for someone to survive or even reproduce despite being in a vegetative state. This is entirely a reflection of the strength of modern medicine, and not the individual.",The fact that someone is surviving is sufficient evidence of their strength to do so.,Divergent,Divergent
"No other technology allows defective genes to be transferred to next generations, thus no other technology has a macroscopical impact to the species' evolution.",Modern medicine is no different than any other technology that allows us to thrive in circumstances that we otherwise couldn't.,Divergent,Divergent
"No other technology allows defective genes to be transferred to next generations, thus no other technology has a macroscopical impact to the species' evolution.","Even without medicine, some defective genes would be transferred to the next generation. For example, the genes that cause cancer and heart disease are oftentimes only noticed at high age and after reproduction.",Divergent,Divergent
"No other technology allows defective genes to be transferred to next generations, thus no other technology has a macroscopical impact to the species' evolution.",Skill in weaponery (build or usage) has nothing to do with medicine. Yet it allowed genes considered defective before (body muscle weakness) to become irrelevant and then still transferred to next generation. It did have macrocospical impact on evolution.,Divergent,Divergent
"So far, genetic engineering exists mostly as hype and fantasy. It has not yet become a reality on a relevant scale.","With widespread genetic engineering becoming a possibility, we no longer have to rely on chance to improve the human gene pool through death - we can improve the gene pool ourselves, without harming anyone.",Divergent,Divergent
It is foreseeable the genetic engineering will be highly regulated by governments. This will limit its impact on the species and its future development.,"With widespread genetic engineering becoming a possibility, we no longer have to rely on chance to improve the human gene pool through death - we can improve the gene pool ourselves, without harming anyone.",Divergent,Divergent
Genetic Engineering could be used to reinforce eugenics and similar beliefs.,"With widespread genetic engineering becoming a possibility, we no longer have to rely on chance to improve the human gene pool through death - we can improve the gene pool ourselves, without harming anyone.",Divergent,Divergent
Genetic screening has led to the growth of sex-selective abortion. This could harm human evolution if the ratio of women to men falls so much that it impacts fertility and birth rates.,Genetic screening can help speed up human evolution.,Divergent,Divergent
"It rather ensures that everyone survives, regardless of whether they are strong or weak. And since the weak profit more than the strong, it benefits them dis-proportionally.",Modern medicine serves human evolution since it ensures that the strongest survive.,Divergent,Divergent
"Anyone opposed, either for religious or other purposes, would have an easy way to opt out.","Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",Divergent,Divergent
"Bodily autonomy, by definition, ends at the point of death.",This is an infringement of bodily autonomy.,Divergent,Divergent
"Bodily autonomy, by definition, ends at the point of death.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,Divergent,Divergent
"Making plans while alive for what happens to one's body falls under ""opting-out of being a donor"". Bodily autonomy ceases on death, but decisions taken while alive do not expire.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,Not Divergent,Not Divergent
This is a risk worth taking.,"Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",Divergent,Divergent
"If this is such a vital issue, then it the individuals' responsibility to ensure they have not been signed up.","Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",Divergent,Divergent
Fewer people would pass away because they couldn't get a vital organ in time.,Opt-out schemes do not always work.,Divergent,Divergent
Fewer people would pass away because they couldn't get a vital organ in time.,"People live and then they die, that is the nature of life. Due to technological advances, bodies can be kept alive almost independent of the vitality inside. Next to expensive, this keeping-people-alive-no-matter-what can also get ethically questionable, for example when life extension is nothing more than prolonged suffering. Therefore, instead of sacrificing ethical standards to stretch life, society might benefit more from clear policies on when to intervene and when not to.",Divergent,Divergent
"People living and then dying has been the nature of life so far. There is no moral imperative that demands this to remain so now or in the future, no reason why death should not be postponed even indefinitely. Life expectancy was 26 years in the bronze age. In that sense we are already way past what was considered 'natural' for our ancestors.","People live and then they die, that is the nature of life. Due to technological advances, bodies can be kept alive almost independent of the vitality inside. Next to expensive, this keeping-people-alive-no-matter-what can also get ethically questionable, for example when life extension is nothing more than prolonged suffering. Therefore, instead of sacrificing ethical standards to stretch life, society might benefit more from clear policies on when to intervene and when not to.",Divergent,Divergent
There is high support amongst civilians for opt-out organ donation schemes.,"This doesn't eliminate the voices of those who do not support it, and whose reservations deserve to be given weight.",Not Divergent,Not Divergent
There is high support amongst civilians for opt-out organ donation schemes.,Such difficult issues cannot be fairly decided by popularity.,Divergent,Divergent
Many people who might want to donate simply forget to sign up.,"Equally, many people who don't want to donate may forget to opt-out. The consequences of this possibility are arguably graver than of forgetting to opt-in.",Not Divergent,Not Divergent
"Precisely because of the arguably worse consequences of inaction on this front, people are much less likely to forget to opt-out if they have an active aversion to organ donation.","Equally, many people who don't want to donate may forget to opt-out. The consequences of this possibility are arguably graver than of forgetting to opt-in.",Not Divergent,Not Divergent
"Nor should the voices of those who do not support it, if fewer in number, outweight those who support it. People who do not support it will still be able to deny donating their organs by opting-out of the program.","This doesn't eliminate the voices of those who do not support it, and whose reservations deserve to be given weight.",Not Divergent,Not Divergent
The change of a system that directly affects the populace and have no technical expertise necessarily inherent to its discussion should be discussed by the people by means of a referendum.,Such difficult issues cannot be fairly decided by popularity.,Divergent,Divergent
"An emergency 'opt out' option could be made available to families who can give reasonable justification for why their family member would be opposed to donation, in the event of their unexpected/ untimely death.","If a deceased family member was opposed to donation, they would have said so prior to death. Assuming the opinions of a dead person is bizarre, particularly if their action or lack of action indicates a different opinion.",Divergent,Divergent
There are many legal ways to contest a will. Lawyers could undoubtedly draft such a process to legally contest an organ donation.,"If a deceased family member was opposed to donation, they would have said so prior to death. Assuming the opinions of a dead person is bizarre, particularly if their action or lack of action indicates a different opinion.",Divergent,Divergent
"This can be easily averted by announcing the opt-out system well in advance of it entering into force, and by public information/education messages. That way everyone has the chance to opt-out before they are automatically opted in.",Someone who is opposed may pass away before having the opportunity to opt out (unexpected or untimely death).,Divergent,Divergent
"This can be easily averted by announcing the opt-out system well in advance of it entering into force, and by public information/education messages. That way everyone has the chance to opt-out before they are automatically opted in.","Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",Divergent,Divergent
"Bodily autonomy, by definition, ends at the point of death.",This is an infringement of bodily autonomy.,Divergent,Divergent
"Bodily autonomy, by definition, ends at the point of death.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,Divergent,Divergent
"Making plans while alive for what happens to one's body falls under ""opting-out of being a donor"". Bodily autonomy ceases on death, but decisions taken while alive do not expire.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,Not Divergent,Not Divergent
This is a risk worth taking.,"Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",Divergent,Divergent
"If this is such a vital issue, then it the individuals' responsibility to ensure they have not been signed up.","Even with wide reaching information campaigns, there is the risk that some people opposed to donating organs will not realise they are opted in.",Not Divergent,Not Divergent
"Opt-out systems often distinguish between explicit opt-in and default. If the person that passed away did not explicitly sign his opt-in, the family will be contacted and asked for permission. This way, if the deceased person indeed actually wanted to opt-out but did not sign his opt-out form in time, his/her family can opt-out in his/her place.",Someone who is opposed may pass away before having the opportunity to opt out (unexpected or untimely death).,Not Divergent,Not Divergent
"The benefits of organ donations are in saving the life of another. This is what families should gain emotional benefit from, not from their sense of altruism.","The family of the deceased could get an emotional benefit from ""choosing"" to donate organs, which an opt-out program would not allow for.",Divergent,Divergent
"Family refusal is currently the “biggest obstacle to donation”, says the NHS. Around 91% of families agree to organ donation if their relative is on the organ donation register (ODR). However, when patients are not on the ODR then 47% of families say no to a donation.","The family of the deceased could get an emotional benefit from ""choosing"" to donate organs, which an opt-out program would not allow for.",Not Divergent,Not Divergent
"Bodily autonomy, by definition, ends at the point of death.",The government does not own anyone. Your body is yours.,Not Divergent,Not Divergent
"Bodily autonomy, by definition, ends at the point of death.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,Divergent,Divergent
"Making plans while alive for what happens to one's body falls under ""opting-out of being a donor"". Bodily autonomy ceases on death, but decisions taken while alive do not expire.",This is highly contentious. One can easily make plans whilst still alive for what happens to one's body; to say it simply ceases the moment life does is to undermine the autonomy held while alive.,Not Divergent,Not Divergent
"An opt-out system is not forcing anybody to donate, you can still claim ownership over your body and opt-out if you don't want to donate.",The government does not own anyone. Your body is yours.,Not Divergent,Not Divergent
"This proposal doesn't force the governments will on anybody, as every citizen still has an opt-out.",The government does not own anyone. Your body is yours.,Not Divergent,Not Divergent
"For you to be a ""you"" (and therefore maintain ownership) you need to be a sentient being. When we die, we cease to be sentient and we lose ownership of everything we own, including our bodies. The government collects death duties according to what legislation it sets. Collecting organs is no different to that. What is left is then disposed of alongside the rest of a person's estate.",The government does not own anyone. Your body is yours.,Divergent,Divergent
"The same situation should occur in the current opt-in schema, yet it seems to be working alright","Possibility for ethical issues for medical personnel, for example in an instance where potentially not reviving a patient with viable/donate-able organs would benefit other patients waiting for compatible organ donation.",Divergent,Divergent
"Medical personnel does not have access to the information whether the patient is or isn't an organ donor prior to the patient being declared brain dead, thus eliminating the possibility of mistreatment of such patient.","Possibility for ethical issues for medical personnel, for example in an instance where potentially not reviving a patient with viable/donate-able organs would benefit other patients waiting for compatible organ donation.",Divergent,Divergent
In an opt-out society it would be less likely that we have such a deficit that this would tempt them.,"Possibility for ethical issues for medical personnel, for example in an instance where potentially not reviving a patient with viable/donate-able organs would benefit other patients waiting for compatible organ donation.",Divergent,Divergent
There is nothing sacred about a deceased human body.,"Using parts of a recently deceased person's body without their, or their family's, explicit consent could easily be considered desecration of a corpse.",Divergent,Divergent
There is nothing sacred about a deceased human body.,Some people think their body is sacred and that should be respected.,Divergent,Divergent
"Some people think their sons should be circumcised, but assuming the parent does unless they specify they don't would cause problems. Ultimately, a supernatural belief should be opt-in, and assuming the body is sacred makes that belief an opt-out.",Some people think their body is sacred and that should be respected.,Not Divergent,Not Divergent
With the same logic performing a post mortem would also need to be considered the same.,"Using parts of a recently deceased person's body without their, or their family's, explicit consent could easily be considered desecration of a corpse.",Not Divergent,Not Divergent
With the same logic performing a post mortem would also need to be considered the same.,"Post-mortem examination is usually carried out in order to convict the person responsible for some crime. If not convicted, said person could cause harm to other people, therefore protecting their well-being should be considered more important than protecting deceased's (family's) religious wishes.",Not Divergent,Not Divergent
"Desecration assumes something is ""sacred"". In a secular state there should be no obligation to legally uphold the status of sacred.","Using parts of a recently deceased person's body without their, or their family's, explicit consent could easily be considered desecration of a corpse.",Divergent,Divergent
"In an opt-out system people are fully capable of opting out, not doing this shows consent.","Using parts of a recently deceased person's body without their, or their family's, explicit consent could easily be considered desecration of a corpse.",Divergent,Divergent
Questionnaires and history of sexual contact should identify a donor as safe or unsafe.,It is easy to lie on forms to avoid humiliation.,Divergent,Divergent
Questionnaires and history of sexual contact should identify a donor as safe or unsafe.,People may forget about or neglect to mention important information; it is too much of a risk.,Divergent,Divergent
Questionnaires and history of sexual contact should identify a donor as safe or unsafe.,Erring on the side of caution is necessary given the immensely detrimental effects of mis-screening of blood products.,Not Divergent,Not Divergent
"There is little to no reason for them to do so; if they wish to donate blood, evidently they have a degree of care about others. Lying would contradict the very reasons they might want to donate.",It is easy to lie on forms to avoid humiliation.,Divergent,Divergent
"Blood is always needed. If there is no risk to health, it is simply illogical to bar donations to a commodity in short supply.",The entire issue is disputed safety; it is far more dangerous to have infected blood than to be in short supply.,Divergent,Divergent
"Blood is always needed. If there is no risk to health, it is simply illogical to bar donations to a commodity in short supply.",There is a large risk to patient safety by allowing high-risk blood product donations.,Divergent,Divergent
"Blood is always needed. If there is no risk to health, it is simply illogical to bar donations to a commodity in short supply.","Contaminated blood increases the risk of contamination to everything (of employees, healthy blood, patients, etc.). The price of potentially damaging everything far outweighs the small amount added to the blood supply.",Divergent,Divergent
Limiting any healthy individual from donating is discriminatory.,Giving blood is not a right; only patient benefit should be considered.,Divergent,Divergent
Limiting any healthy individual from donating is discriminatory.,Discrimination is warranted where it preserves patient safety.,Divergent,Divergent
Other groups (such as gay women) have not been banned from donating.,Women are not a high risk group for HIV. They are only banned from donating in certain jurisdictions if they have had sex with someone from a high risk group.,Not Divergent,Not Divergent
Other groups (such as gay women) have not been banned from donating.,The fact that gay women are not banned shows that it is not a question of discrimination but a question of minimizing risks depending on sexual practices.,Not Divergent,Not Divergent
"Stem cell donations are allowed by MSMs, so should blood.","The product of stem cell extraction is used in isolation, and not provided to other patients, thus removing the risk of patient infection.",Divergent,Divergent
Many countries allow gay men to donate with no deferral which proves it is safe.,One country's decision should not influence other global procedures.,Divergent,Divergent
